Year,구분,A. 시도,B. 시군구,Value
2003,조혼인율,2.서울특별시,중랑구,6.7
2004,조혼인율,2.서울특별시,중랑구,6.8
2005,조혼인율,2.서울특별시,중랑구,6.6
2006,조혼인율,2.서울특별시,중랑구,6.8
2007,조혼인율,2.서울특별시,중랑구,7.4
2008,조혼인율,2.서울특별시,중랑구,6.9
2009,조혼인율,2.서울특별시,중랑구,6.3
2010,조혼인율,2.서울특별시,중랑구,6.4
2011,조혼인율,2.서울특별시,중랑구,6.7
2012,조혼인율,2.서울특별시,중랑구,6.9
2013,조혼인율,2.서울특별시,중랑구,6.8
2014,조혼인율,2.서울특별시,중랑구,6.7
2015,조혼인율,2.서울특별시,중랑구,6.6
2016,조혼인율,2.서울특별시,중랑구,6.4
2017,조혼인율,2.서울특별시,중랑구,5.7
2018,조혼인율,2.서울특별시,중랑구,5.6
2019,조혼인율,2.서울특별시,중랑구,5.2
2020,조혼인율,2.서울특별시,중랑구,4.7
2021,조혼인율,2.서울특별시,중랑구,4.2
2001,조혼인율,3.인천광역시,,6.7
2002,조혼인율,3.인천광역시,,6.6
2003,조혼인율,3.인천광역시,,6.1
2004,조혼인율,3.인천광역시,,6.2
2005,조혼인율,3.인천광역시,,6.4
2006,조혼인율,3.인천광역시,,6.6
2007,조혼인율,3.인천광역시,,6.9
2008,조혼인율,3.인천광역시,,6.8
2009,조혼인율,3.인천광역시,,6.2
2010,조혼인율,3.인천광역시,,6.4
2011,조혼인율,3.인천광역시,,6.6
2012,조혼인율,3.인천광역시,,6.5
2013,조혼인율,3.인천광역시,,6.4
2014,조혼인율,3.인천광역시,,6
2015,조혼인율,3.인천광역시,,5.9
2016,조혼인율,3.인천광역시,,5.5
2017,조혼인율,3.인천광역시,,5.2
2018,조혼인율,3.인천광역시,,5.1
2019,조혼인율,3.인천광역시,,4.6
2020,조혼인율,3.인천광역시,,4
2021,조혼인율,3.인천광역시,,3.7
2001,조혼인율,3.인천광역시,강화군,4.8
2002,조혼인율,3.인천광역시,강화군,4.4
2003,조혼인율,3.인천광역시,강화군,4.2
2004,조혼인율,3.인천광역시,강화군,4.5
2005,조혼인율,3.인천광역시,강화군,4.7
2006,조혼인율,3.인천광역시,강화군,4.3
2007,조혼인율,3.인천광역시,강화군,4.7
2008,조혼인율,3.인천광역시,강화군,4.3
2009,조혼인율,3.인천광역시,강화군,4.4
2010,조혼인율,3.인천광역시,강화군,4.5
2011,조혼인율,3.인천광역시,강화군,4
2012,조혼인율,3.인천광역시,강화군,3.7
2013,조혼인율,3.인천광역시,강화군,3.6
2014,조혼인율,3.인천광역시,강화군,3.2
2015,조혼인율,3.인천광역시,강화군,4
2016,조혼인율,3.인천광역시,강화군,3.3
2017,조혼인율,3.인천광역시,강화군,3.4
2018,조혼인율,3.인천광역시,강화군,3
2019,조혼인율,3.인천광역시,강화군,3.2
2020,조혼인율,3.인천광역시,강화군,2.8
2021,조혼인율,3.인천광역시,강화군,2.8
2001,조혼인율,3.인천광역시,계양구,6.6
2002,조혼인율,3.인천광역시,계양구,6.5
2003,조혼인율,3.인천광역시,계양구,6
2004,조혼인율,3.인천광역시,계양구,5
2005,조혼인율,3.인천광역시,계양구,5.3
2006,조혼인율,3.인천광역시,계양구,6
2007,조혼인율,3.인천광역시,계양구,6.3
2008,조혼인율,3.인천광역시,계양구,6.5
2009,조혼인율,3.인천광역시,계양구,6
2010,조혼인율,3.인천광역시,계양구,6.4
2011,조혼인율,3.인천광역시,계양구,6.6
2012,조혼인율,3.인천광역시,계양구,6.6
2013,조혼인율,3.인천광역시,계양구,6.4
2014,조혼인율,3.인천광역시,계양구,5.8
2015,조혼인율,3.인천광역시,계양구,5.8
2016,조혼인율,3.인천광역시,계양구,5.1
2017,조혼인율,3.인천광역시,계양구,4.9
2018,조혼인율,3.인천광역시,계양구,4.7
2019,조혼인율,3.인천광역시,계양구,4.1
2020,조혼인율,3.인천광역시,계양구,3.4
2021,조혼인율,3.인천광역시,계양구,3.4
2001,조혼인율,3.인천광역시,남동구,7.3
2002,조혼인율,3.인천광역시,남동구,6.9
2003,조혼인율,3.인천광역시,남동구,6.1
2004,조혼인율,3.인천광역시,남동구,6.2
2005,조혼인율,3.인천광역시,남동구,6.4
2006,조혼인율,3.인천광역시,남동구,6.9
2007,조혼인율,3.인천광역시,남동구,7.6
2008,조혼인율,3.인천광역시,남동구,7.8
2009,조혼인율,3.인천광역시,남동구,6.6
2010,조혼인율,3.인천광역시,남동구,6.6
2011,조혼인율,3.인천광역시,남동구,6.7
2012,조혼인율,3.인천광역시,남동구,6.5
2013,조혼인율,3.인천광역시,남동구,6.2
2014,조혼인율,3.인천광역시,남동구,6.1
2015,조혼인율,3.인천광역시,남동구,6.3
2016,조혼인율,3.인천광역시,남동구,5.8
2017,조혼인율,3.인천광역시,남동구,5.3
2018,조혼인율,3.인천광역시,남동구,5
2019,조혼인율,3.인천광역시,남동구,4.4
2020,조혼인율,3.인천광역시,남동구,4
2021,조혼인율,3.인천광역시,남동구,3.5
2001,조혼인율,3.인천광역시,동구,5.9
2002,조혼인율,3.인천광역시,동구,6.3
2003,조혼인율,3.인천광역시,동구,7.3
2004,조혼인율,3.인천광역시,동구,6.8
2005,조혼인율,3.인천광역시,동구,6.1
2006,조혼인율,3.인천광역시,동구,6.3
2007,조혼인율,3.인천광역시,동구,6.7
2008,조혼인율,3.인천광역시,동구,6.1
2009,조혼인율,3.인천광역시,동구,7
2010,조혼인율,3.인천광역시,동구,6.7
2011,조혼인율,3.인천광역시,동구,7.2
2012,조혼인율,3.인천광역시,동구,6.3
2013,조혼인율,3.인천광역시,동구,6.1
2014,조혼인율,3.인천광역시,동구,5.5
2015,조혼인율,3.인천광역시,동구,5.1
2016,조혼인율,3.인천광역시,동구,5.4
2017,조혼인율,3.인천광역시,동구,4.5
2018,조혼인율,3.인천광역시,동구,4.6
2019,조혼인율,3.인천광역시,동구,3.7
2020,조혼인율,3.인천광역시,동구,2.8
2021,조혼인율,3.인천광역시,동구,3.2
2001,조혼인율,3.인천광역시,미추홀구,6.9
2002,조혼인율,3.인천광역시,미추홀구,6.9
2003,조혼인율,3.인천광역시,미추홀구,7.2
2004,조혼인율,3.인천광역시,미추홀구,6.7
2005,조혼인율,3.인천광역시,미추홀구,6.7
2006,조혼인율,3.인천광역시,미추홀구,7.1
2007,조혼인율,3.인천광역시,미추홀구,7.5
2008,조혼인율,3.인천광역시,미추홀구,7.4
2009,조혼인율,3.인천광역시,미추홀구,6.5
2010,조혼인율,3.인천광역시,미추홀구,7
2011,조혼인율,3.인천광역시,미추홀구,7.1
2012,조혼인율,3.인천광역시,미추홀구,6.6
2013,조혼인율,3.인천광역시,미추홀구,6.7
2014,조혼인율,3.인천광역시,미추홀구,6.4
2015,조혼인율,3.인천광역시,미추홀구,6.1
2016,조혼인율,3.인천광역시,미추홀구,6
2017,조혼인율,3.인천광역시,미추홀구,5.9
2018,조혼인율,3.인천광역시,미추홀구,5.3
2019,조혼인율,3.인천광역시,미추홀구,4.6
2020,조혼인율,3.인천광역시,미추홀구,4.3
2021,조혼인율,3.인천광역시,미추홀구,4
2001,조혼인율,3.인천광역시,부평구,6.8
2002,조혼인율,3.인천광역시,부평구,6.8
2003,조혼인율,3.인천광역시,부평구,6.4
2004,조혼인율,3.인천광역시,부평구,6.9
2005,조혼인율,3.인천광역시,부평구,7.1
2006,조혼인율,3.인천광역시,부평구,7.3
2007,조혼인율,3.인천광역시,부평구,7.2
2008,조혼인율,3.인천광역시,부평구,6.7
2009,조혼인율,3.인천광역시,부평구,6.2
2010,조혼인율,3.인천광역시,부평구,6.3
2011,조혼인율,3.인천광역시,부평구,6.5
2012,조혼인율,3.인천광역시,부평구,6.5
2013,조혼인율,3.인천광역시,부평구,6.5
2014,조혼인율,3.인천광역시,부평구,6.3
2015,조혼인율,3.인천광역시,부평구,6.2
2016,조혼인율,3.인천광역시,부평구,5.6
2017,조혼인율,3.인천광역시,부평구,5.3
2018,조혼인율,3.인천광역시,부평구,5
2019,조혼인율,3.인천광역시,부평구,4.3
2020,조혼인율,3.인천광역시,부평구,3.8
2021,조혼인율,3.인천광역시,부평구,3.6
2001,조혼인율,3.인천광역시,서구,6.3
2002,조혼인율,3.인천광역시,서구,6.4
2003,조혼인율,3.인천광역시,서구,5.1
2004,조혼인율,3.인천광역시,서구,5.8
2005,조혼인율,3.인천광역시,서구,6.4
2006,조혼인율,3.인천광역시,서구,6.2
2007,조혼인율,3.인천광역시,서구,6.6
2008,조혼인율,3.인천광역시,서구,6.3
2009,조혼인율,3.인천광역시,서구,5.8
2010,조혼인율,3.인천광역시,서구,6.4
2011,조혼인율,3.인천광역시,서구,6.6
2012,조혼인율,3.인천광역시,서구,7
2013,조혼인율,3.인천광역시,서구,6.7
2014,조혼인율,3.인천광역시,서구,6.1
2015,조혼인율,3.인천광역시,서구,6
2016,조혼인율,3.인천광역시,서구,5.7
2017,조혼인율,3.인천광역시,서구,5.2
2018,조혼인율,3.인천광역시,서구,5.6
2019,조혼인율,3.인천광역시,서구,5
2020,조혼인율,3.인천광역시,서구,4.1
2021,조혼인율,3.인천광역시,서구,3.8
2001,조혼인율,3.인천광역시,연수구,6.1
2002,조혼인율,3.인천광역시,연수구,5.8
2003,조혼인율,3.인천광역시,연수구,5.3
2004,조혼인율,3.인천광역시,연수구,5.4
2005,조혼인율,3.인천광역시,연수구,5.4
2006,조혼인율,3.인천광역시,연수구,5.6
2007,조혼인율,3.인천광역시,연수구,5.3
2008,조혼인율,3.인천광역시,연수구,5.6
2009,조혼인율,3.인천광역시,연수구,5.2
2010,조혼인율,3.인천광역시,연수구,5.5
2011,조혼인율,3.인천광역시,연수구,5.6
2012,조혼인율,3.인천광역시,연수구,5.8
2013,조혼인율,3.인천광역시,연수구,5.4
2014,조혼인율,3.인천광역시,연수구,5.6
2015,조혼인율,3.인천광역시,연수구,5.2
2016,조혼인율,3.인천광역시,연수구,5.1
2017,조혼인율,3.인천광역시,연수구,4.7
2018,조혼인율,3.인천광역시,연수구,4.6
2019,조혼인율,3.인천광역시,연수구,5
2020,조혼인율,3.인천광역시,연수구,4.1
2021,조혼인율,3.인천광역시,연수구,3.8
2001,조혼인율,3.인천광역시,옹진군,5.1
2002,조혼인율,3.인천광역시,옹진군,5.3
2003,조혼인율,3.인천광역시,옹진군,3.7
2004,조혼인율,3.인천광역시,옹진군,5
2005,조혼인율,3.인천광역시,옹진군,4.9
2006,조혼인율,3.인천광역시,옹진군,5.9
2007,조혼인율,3.인천광역시,옹진군,5.9
2008,조혼인율,3.인천광역시,옹진군,6.9
2009,조혼인율,3.인천광역시,옹진군,5.3
2010,조혼인율,3.인천광역시,옹진군,6.5
2011,조혼인율,3.인천광역시,옹진군,7
2012,조혼인율,3.인천광역시,옹진군,6.2
2013,조혼인율,3.인천광역시,옹진군,6.8
2014,조혼인율,3.인천광역시,옹진군,6.6
2015,조혼인율,3.인천광역시,옹진군,6.3
2016,조혼인율,3.인천광역시,옹진군,5.3
2017,조혼인율,3.인천광역시,옹진군,5.6
2018,조혼인율,3.인천광역시,옹진군,5.8
2019,조혼인율,3.인천광역시,옹진군,5.2
2020,조혼인율,3.인천광역시,옹진군,4.2
2021,조혼인율,3.인천광역시,옹진군,4.5
2001,조혼인율,3.인천광역시,중구,7.6
2002,조혼인율,3.인천광역시,중구,7.3
2003,조혼인율,3.인천광역시,중구,7.1
2004,조혼인율,3.인천광역시,중구,7.9
2005,조혼인율,3.인천광역시,중구,8.6
2006,조혼인율,3.인천광역시,중구,8.1
2007,조혼인율,3.인천광역시,중구,8.6
2008,조혼인율,3.인천광역시,중구,7.9
2009,조혼인율,3.인천광역시,중구,7.5
2010,조혼인율,3.인천광역시,중구,7.3
2011,조혼인율,3.인천광역시,중구,7.7
2012,조혼인율,3.인천광역시,중구,7.1
2013,조혼인율,3.인천광역시,중구,7.6
2014,조혼인율,3.인천광역시,중구,6.7
2015,조혼인율,3.인천광역시,중구,6.3
2016,조혼인율,3.인천광역시,중구,6
2017,조혼인율,3.인천광역시,중구,6.1
2018,조혼인율,3.인천광역시,중구,6
2019,조혼인율,3.인천광역시,중구,6
2020,조혼인율,3.인천광역시,중구,4.9
2021,조혼인율,3.인천광역시,중구,5
2001,조혼인율,4.경기도,,7.3
2002,조혼인율,4.경기도,,7
2003,조혼인율,4.경기도,,6.8
2004,조혼인율,4.경기도,,6.8
2005,조혼인율,4.경기도,,6.8
2006,조혼인율,4.경기도,,7.1
2007,조혼인율,4.경기도,,7.4
2008,조혼인율,4.경기도,,7
2009,조혼인율,4.경기도,,6.5
2010,조혼인율,4.경기도,,6.8
2011,조혼인율,4.경기도,,6.7
2012,조혼인율,4.경기도,,6.7
2013,조혼인율,4.경기도,,6.4
2014,조혼인율,4.경기도,,6.1
2015,조혼인율,4.경기도,,6
2016,조혼인율,4.경기도,,5.6
2017,조혼인율,4.경기도,,5.2
2018,조혼인율,4.경기도,,5.2
2019,조혼인율,4.경기도,,4.8
2020,조혼인율,4.경기도,,4.4
2021,조혼인율,4.경기도,,4.1
2001,조혼인율,4.경기도,가평군,5.3
2002,조혼인율,4.경기도,가평군,5.6
2003,조혼인율,4.경기도,가평군,4.8
2004,조혼인율,4.경기도,가평군,5.4
2005,조혼인율,4.경기도,가평군,5.2
2006,조혼인율,4.경기도,가평군,5.8
2007,조혼인율,4.경기도,가평군,5.9
2008,조혼인율,4.경기도,가평군,5.9
2009,조혼인율,4.경기도,가평군,5.1
2010,조혼인율,4.경기도,가평군,5.7
2011,조혼인율,4.경기도,가평군,5.2
2012,조혼인율,4.경기도,가평군,4.7
2013,조혼인율,4.경기도,가평군,4.6
2014,조혼인율,4.경기도,가평군,4.6
2015,조혼인율,4.경기도,가평군,5.2
2016,조혼인율,4.경기도,가평군,4.4
2017,조혼인율,4.경기도,가평군,4.3
2018,조혼인율,4.경기도,가평군,3.9
2019,조혼인율,4.경기도,가평군,4.4
2020,조혼인율,4.경기도,가평군,3.3
2021,조혼인율,4.경기도,가평군,3.6
2001,조혼인율,4.경기도,고양시,6.6
2002,조혼인율,4.경기도,고양시,6.3
2003,조혼인율,4.경기도,고양시,6.1
2004,조혼인율,4.경기도,고양시,6.1
2005,조혼인율,4.경기도,고양시,5.9
2006,조혼인율,4.경기도,고양시,6
2007,조혼인율,4.경기도,고양시,6.3
2008,조혼인율,4.경기도,고양시,5.9
2009,조혼인율,4.경기도,고양시,5.2
2010,조혼인율,4.경기도,고양시,5.7
2011,조혼인율,4.경기도,고양시,5.8
2012,조혼인율,4.경기도,고양시,5.6
2013,조혼인율,4.경기도,고양시,5.6
2014,조혼인율,4.경기도,고양시,5.4
2015,조혼인율,4.경기도,고양시,5.3
2016,조혼인율,4.경기도,고양시,4.8
2017,조혼인율,4.경기도,고양시,4.6
2018,조혼인율,4.경기도,고양시,4.2
2019,조혼인율,4.경기도,고양시,4.2
2020,조혼인율,4.경기도,고양시,3.9
2021,조혼인율,4.경기도,고양시,3.9
2001,조혼인율,4.경기도,과천시,6.5
2002,조혼인율,4.경기도,과천시,6.6
2003,조혼인율,4.경기도,과천시,6.4
2004,조혼인율,4.경기도,과천시,5.4
2005,조혼인율,4.경기도,과천시,3.7
2006,조혼인율,4.경기도,과천시,4.3
2007,조혼인율,4.경기도,과천시,4.8
2008,조혼인율,4.경기도,과천시,5.3
2009,조혼인율,4.경기도,과천시,5.2
2010,조혼인율,4.경기도,과천시,5.1
2011,조혼인율,4.경기도,과천시,5.4
2012,조혼인율,4.경기도,과천시,5.1
2013,조혼인율,4.경기도,과천시,5.5
2014,조혼인율,4.경기도,과천시,4.7
2015,조혼인율,4.경기도,과천시,5.6
2016,조혼인율,4.경기도,과천시,4.1
2017,조혼인율,4.경기도,과천시,3.5
2018,조혼인율,4.경기도,과천시,4.1
2019,조혼인율,4.경기도,과천시,4.2
2020,조혼인율,4.경기도,과천시,5.2
2021,조혼인율,4.경기도,과천시,5
2001,조혼인율,4.경기도,광명시,7.8
2002,조혼인율,4.경기도,광명시,7.7
2003,조혼인율,4.경기도,광명시,7.2
2004,조혼인율,4.경기도,광명시,7.1
2005,조혼인율,4.경기도,광명시,7
2006,조혼인율,4.경기도,광명시,6.7
2007,조혼인율,4.경기도,광명시,7.2
2008,조혼인율,4.경기도,광명시,7.2
2009,조혼인율,4.경기도,광명시,6.5
2010,조혼인율,4.경기도,광명시,8.7
2011,조혼인율,4.경기도,광명시,8.3
2012,조혼인율,4.경기도,광명시,7.7
2013,조혼인율,4.경기도,광명시,7
2014,조혼인율,4.경기도,광명시,6.3
2015,조혼인율,4.경기도,광명시,6.1
2016,조혼인율,4.경기도,광명시,5.6
2017,조혼인율,4.경기도,광명시,5.2
2018,조혼인율,4.경기도,광명시,5.1
2019,조혼인율,4.경기도,광명시,4.7
2020,조혼인율,4.경기도,광명시,4
2021,조혼인율,4.경기도,광명시,3.8
2001,조혼인율,4.경기도,광주시,7
2002,조혼인율,4.경기도,광주시,7
2003,조혼인율,4.경기도,광주시,6.8
2004,조혼인율,4.경기도,광주시,6.7
2005,조혼인율,4.경기도,광주시,7
2006,조혼인율,4.경기도,광주시,7.1
2007,조혼인율,4.경기도,광주시,7.4
2008,조혼인율,4.경기도,광주시,7.1
2009,조혼인율,4.경기도,광주시,6.3
2010,조혼인율,4.경기도,광주시,6.7
2011,조혼인율,4.경기도,광주시,7.4
2012,조혼인율,4.경기도,광주시,7.4
2013,조혼인율,4.경기도,광주시,7.2
2014,조혼인율,4.경기도,광주시,7
2015,조혼인율,4.경기도,광주시,7.2
2016,조혼인율,4.경기도,광주시,6.8
2017,조혼인율,4.경기도,광주시,6.5
2018,조혼인율,4.경기도,광주시,6.3
2019,조혼인율,4.경기도,광주시,5.3
2020,조혼인율,4.경기도,광주시,4.6
2021,조혼인율,4.경기도,광주시,4.3
2001,조혼인율,4.경기도,구리시,6.3
2002,조혼인율,4.경기도,구리시,6.5
2003,조혼인율,4.경기도,구리시,6.3
2004,조혼인율,4.경기도,구리시,6.1
2005,조혼인율,4.경기도,구리시,6
2006,조혼인율,4.경기도,구리시,6.7
2007,조혼인율,4.경기도,구리시,6.8
2008,조혼인율,4.경기도,구리시,6.6
2009,조혼인율,4.경기도,구리시,6.2
2010,조혼인율,4.경기도,구리시,6.5
2011,조혼인율,4.경기도,구리시,6.1
2012,조혼인율,4.경기도,구리시,6
2013,조혼인율,4.경기도,구리시,5.6
2014,조혼인율,4.경기도,구리시,5.1
2015,조혼인율,4.경기도,구리시,5
2016,조혼인율,4.경기도,구리시,4.6
2017,조혼인율,4.경기도,구리시,4.9
2018,조혼인율,4.경기도,구리시,4.6
2019,조혼인율,4.경기도,구리시,4
2020,조혼인율,4.경기도,구리시,3.7
2021,조혼인율,4.경기도,구리시,3.5
2001,조혼인율,4.경기도,군포시,7.6
2002,조혼인율,4.경기도,군포시,7.7
2003,조혼인율,4.경기도,군포시,7.8
2004,조혼인율,4.경기도,군포시,7.2
2005,조혼인율,4.경기도,군포시,7.4
2006,조혼인율,4.경기도,군포시,7.8
2007,조혼인율,4.경기도,군포시,7.5
2008,조혼인율,4.경기도,군포시,7.2
2009,조혼인율,4.경기도,군포시,6.7
2010,조혼인율,4.경기도,군포시,7.8
2011,조혼인율,4.경기도,군포시,7.7
2012,조혼인율,4.경기도,군포시,6.9
2013,조혼인율,4.경기도,군포시,6.8
2014,조혼인율,4.경기도,군포시,6.8
2015,조혼인율,4.경기도,군포시,6.9
2016,조혼인율,4.경기도,군포시,6.2
2017,조혼인율,4.경기도,군포시,5.8
2018,조혼인율,4.경기도,군포시,5.2
2019,조혼인율,4.경기도,군포시,4.7
2020,조혼인율,4.경기도,군포시,4.3
2021,조혼인율,4.경기도,군포시,4.1
2001,조혼인율,4.경기도,김포시,6.9
2002,조혼인율,4.경기도,김포시,5.9
2003,조혼인율,4.경기도,김포시,5.8
2004,조혼인율,4.경기도,김포시,5.9
2005,조혼인율,4.경기도,김포시,5.7
2006,조혼인율,4.경기도,김포시,5.8
2007,조혼인율,4.경기도,김포시,5.9
2008,조혼인율,4.경기도,김포시,5.7
2009,조혼인율,4.경기도,김포시,5.5
2010,조혼인율,4.경기도,김포시,6.1
2011,조혼인율,4.경기도,김포시,6
2012,조혼인율,4.경기도,김포시,6.6
2013,조혼인율,4.경기도,김포시,6.3
2014,조혼인율,4.경기도,김포시,6.3
2015,조혼인율,4.경기도,김포시,5.6
2016,조혼인율,4.경기도,김포시,4.9
2017,조혼인율,4.경기도,김포시,5.1
2018,조혼인율,4.경기도,김포시,5.1
2019,조혼인율,4.경기도,김포시,4.5
2020,조혼인율,4.경기도,김포시,4.5
2021,조혼인율,4.경기도,김포시,3.9
2001,조혼인율,4.경기도,남양주시,6.3
2002,조혼인율,4.경기도,남양주시,5.7
2003,조혼인율,4.경기도,남양주시,5.7
2004,조혼인율,4.경기도,남양주시,5.8
2005,조혼인율,4.경기도,남양주시,6
2006,조혼인율,4.경기도,남양주시,6.5
2007,조혼인율,4.경기도,남양주시,6.6
2008,조혼인율,4.경기도,남양주시,6.1
2009,조혼인율,4.경기도,남양주시,5.6
2010,조혼인율,4.경기도,남양주시,5.9
2011,조혼인율,4.경기도,남양주시,5.8
2012,조혼인율,4.경기도,남양주시,5.5
2013,조혼인율,4.경기도,남양주시,5.6
2014,조혼인율,4.경기도,남양주시,5.1
2015,조혼인율,4.경기도,남양주시,5.1
2016,조혼인율,4.경기도,남양주시,4.7
2017,조혼인율,4.경기도,남양주시,4.1
2018,조혼인율,4.경기도,남양주시,4.1
2019,조혼인율,4.경기도,남양주시,3.8
2020,조혼인율,4.경기도,남양주시,3.4
2021,조혼인율,4.경기도,남양주시,3.4
2001,조혼인율,4.경기도,동두천시,7.6
2002,조혼인율,4.경기도,동두천시,7
2003,조혼인율,4.경기도,동두천시,7.2
2004,조혼인율,4.경기도,동두천시,7.3
2005,조혼인율,4.경기도,동두천시,7
2006,조혼인율,4.경기도,동두천시,7
2007,조혼인율,4.경기도,동두천시,7.2
2008,조혼인율,4.경기도,동두천시,6.6
2009,조혼인율,4.경기도,동두천시,7
2010,조혼인율,4.경기도,동두천시,6.8
2011,조혼인율,4.경기도,동두천시,6.4
2012,조혼인율,4.경기도,동두천시,6
2013,조혼인율,4.경기도,동두천시,6
2014,조혼인율,4.경기도,동두천시,5.9
2015,조혼인율,4.경기도,동두천시,5.2
2016,조혼인율,4.경기도,동두천시,5.2
2017,조혼인율,4.경기도,동두천시,4.4
2018,조혼인율,4.경기도,동두천시,4.6
2019,조혼인율,4.경기도,동두천시,3.9
2020,조혼인율,4.경기도,동두천시,3.5
2021,조혼인율,4.경기도,동두천시,3.6
2001,조혼인율,4.경기도,부천시,6.9
2002,조혼인율,4.경기도,부천시,7.1
2003,조혼인율,4.경기도,부천시,6.9
2004,조혼인율,4.경기도,부천시,6.8
2005,조혼인율,4.경기도,부천시,6.6
2006,조혼인율,4.경기도,부천시,7
2007,조혼인율,4.경기도,부천시,7.4
2008,조혼인율,4.경기도,부천시,6.6
2009,조혼인율,4.경기도,부천시,6.5
2010,조혼인율,4.경기도,부천시,6.6
2011,조혼인율,4.경기도,부천시,6.7
2012,조혼인율,4.경기도,부천시,6.8
2013,조혼인율,4.경기도,부천시,6.6
2014,조혼인율,4.경기도,부천시,6.1
2015,조혼인율,4.경기도,부천시,5.9
2016,조혼인율,4.경기도,부천시,5.7
2017,조혼인율,4.경기도,부천시,5.3
2018,조혼인율,4.경기도,부천시,5.3
2019,조혼인율,4.경기도,부천시,4.4
2020,조혼인율,4.경기도,부천시,4
2021,조혼인율,4.경기도,부천시,4
2001,조혼인율,4.경기도,성남시,7.7
2002,조혼인율,4.경기도,성남시,7.8
2003,조혼인율,4.경기도,성남시,7.6
2004,조혼인율,4.경기도,성남시,7.7
2005,조혼인율,4.경기도,성남시,7.4
2006,조혼인율,4.경기도,성남시,7.7
2007,조혼인율,4.경기도,성남시,8.2
2008,조혼인율,4.경기도,성남시,7.5
2009,조혼인율,4.경기도,성남시,7.3
2010,조혼인율,4.경기도,성남시,7.5
2011,조혼인율,4.경기도,성남시,7.6
2012,조혼인율,4.경기도,성남시,7.6
2013,조혼인율,4.경기도,성남시,7.3
2014,조혼인율,4.경기도,성남시,7.1
2015,조혼인율,4.경기도,성남시,6.7
2016,조혼인율,4.경기도,성남시,6.3
2017,조혼인율,4.경기도,성남시,5.4
2018,조혼인율,4.경기도,성남시,5.5
2019,조혼인율,4.경기도,성남시,4.8
2020,조혼인율,4.경기도,성남시,4.6
2021,조혼인율,4.경기도,성남시,3.8
2001,조혼인율,4.경기도,수원시,8.1
2002,조혼인율,4.경기도,수원시,7.8
2003,조혼인율,4.경기도,수원시,7.3
2004,조혼인율,4.경기도,수원시,7.1
2005,조혼인율,4.경기도,수원시,7.2
2006,조혼인율,4.경기도,수원시,7.8
2007,조혼인율,4.경기도,수원시,8.1
2008,조혼인율,4.경기도,수원시,7.5
2009,조혼인율,4.경기도,수원시,7.1
2010,조혼인율,4.경기도,수원시,7.1
2011,조혼인율,4.경기도,수원시,7.4
2012,조혼인율,4.경기도,수원시,7.6
2013,조혼인율,4.경기도,수원시,7.2
2014,조혼인율,4.경기도,수원시,6.9
2015,조혼인율,4.경기도,수원시,6.8
2016,조혼인율,4.경기도,수원시,6.6
2017,조혼인율,4.경기도,수원시,6
2018,조혼인율,4.경기도,수원시,5.8
2019,조혼인율,4.경기도,수원시,5.1
2020,조혼인율,4.경기도,수원시,4.7
2021,조혼인율,4.경기도,수원시,4.4
2001,조혼인율,4.경기도,시흥시,7.9
2002,조혼인율,4.경기도,시흥시,7.5
2003,조혼인율,4.경기도,시흥시,7.4
2004,조혼인율,4.경기도,시흥시,7.8
2005,조혼인율,4.경기도,시흥시,8
2006,조혼인율,4.경기도,시흥시,8.2
2007,조혼인율,4.경기도,시흥시,8.5
2008,조혼인율,4.경기도,시흥시,7.8
2009,조혼인율,4.경기도,시흥시,7.3
2010,조혼인율,4.경기도,시흥시,7.4
2011,조혼인율,4.경기도,시흥시,6.9
2012,조혼인율,4.경기도,시흥시,7
2013,조혼인율,4.경기도,시흥시,6.3
2014,조혼인율,4.경기도,시흥시,6.1
2015,조혼인율,4.경기도,시흥시,6.1
2016,조혼인율,4.경기도,시흥시,5.5
2017,조혼인율,4.경기도,시흥시,5.7
2018,조혼인율,4.경기도,시흥시,6
2019,조혼인율,4.경기도,시흥시,5.7
2020,조혼인율,4.경기도,시흥시,5.2
2021,조혼인율,4.경기도,시흥시,4.7
2001,조혼인율,4.경기도,안산시,8.2
2002,조혼인율,4.경기도,안산시,8.2
2003,조혼인율,4.경기도,안산시,7.4
2004,조혼인율,4.경기도,안산시,7.3
2005,조혼인율,4.경기도,안산시,7.2
2006,조혼인율,4.경기도,안산시,7.6
2007,조혼인율,4.경기도,안산시,7.8
2008,조혼인율,4.경기도,안산시,7.6
2009,조혼인율,4.경기도,안산시,6.8
2010,조혼인율,4.경기도,안산시,6.7
2011,조혼인율,4.경기도,안산시,6.8
2012,조혼인율,4.경기도,안산시,6.9
2013,조혼인율,4.경기도,안산시,6.8
2014,조혼인율,4.경기도,안산시,6.2
2015,조혼인율,4.경기도,안산시,6.2
2016,조혼인율,4.경기도,안산시,5.7
2017,조혼인율,4.경기도,안산시,5.2
2018,조혼인율,4.경기도,안산시,5.4
2019,조혼인율,4.경기도,안산시,5.1
2020,조혼인율,4.경기도,안산시,4.5
2021,조혼인율,4.경기도,안산시,4.2
2001,조혼인율,4.경기도,안성시,7.5
2002,조혼인율,4.경기도,안성시,7.2
2003,조혼인율,4.경기도,안성시,7.5
2004,조혼인율,4.경기도,안성시,7.1
2005,조혼인율,4.경기도,안성시,7.7
2006,조혼인율,4.경기도,안성시,7.7
